É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 01:54:00

,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`,éRå`
1995/8/31 23:00:00,20.7,8,1,0,1,8,1,,,0,1,0.3,8,ìÏ,8,1,,0,1,96,8,1,23.5,8,1
1995/9/1 00:00:00,20.9,8,1,0,1,8,1,,,0,1,0.6,8,ìÏìÏìå,8,1,,0,1,95,8,1,23.4,8,1
1995/9/1 1:00:00,20.9,8,1,0,1,8,1,,,0,1,0.9,8,ñk,8,1,,0,1,94,8,1,23.2,8,1
1995/9/1 2:00:00,21.0,8,1,0,1,8,1,,,0,1,0.9,8,ñkñkêº,8,1,,0,1,92,8,1,22.9,8,1
1995/9/1 3:00:00,20.4,8,1,0.0,0,8,1,,,0,1,1.1,8,ñkñkêº,8,1,,0,1,92,8,1,22.1,8,1
1995/9/1 4:00:00,19.5,8,1,0.0,0,8,1,,,0,1,1.6,8,ìÏ,8,1,,0,1,95,8,1,21.6,8,1
1995/9/1 5:00:00,18.9,8,1,0,1,8,1,,,0,1,0.5,8,ñk,8,1,0.00,8,1,93,8,1,20.4,8,1
1995/9/1 6:00:00,19.2,8,1,0,1,8,1,0.1,0,8,1,2.1,8,ìÏ,8,1,0.09,8,1,92,8,1,20.5,8,1
1995/9/1 7:00:00,21.9,8,1,0,1,8,1,0.7,0,8,1,2.3,8,ìÏêº,8,1,0.63,8,1,78,8,1,20.5,8,1
1995/9/1 8:00:00,22.8,8,1,0,1,8,1,0.5,0,8,1,0.4,8,êº,8,1,0.92,8,1,70,8,1,19.4,8,1
1995/9/1 9:00:00,24.5,8,1,0,1,8,1,0.7,0,8,1,2.0,8,ìÏìÏêº,8,1,1.61,8,1,62,8,1,19.0,8,1
1995/9/1 10:00:00,25.2,8,1,0,1,8,1,0.7,0,8,1,2.2,8,ñkêº,8,1,2.02,8,1,58,8,1,18.6,8,1
1995/9/1 11:00:00,25.3,8,1,0.0,0,8,1,0.2,0,8,1,1.1,8,ñkñkìå,8,1,1.15,8,1,64,8,1,20.6,8,1
1995/9/1 12:00:00,26.2,8,1,0,1,8,1,1.0,0,8,1,2.0,8,ñk,8,1,3.06,8,1,57,8,1,19.2,8,1
1995/9/1 13:00:00,27.4,8,1,0,1,8,1,0.7,0,8,1,3.7,8,êºñkêº,8,1,2.52,8,1,48,8,1,17.6,8,1
1995/9/1 14:00:00,27.6,8,1,0,1,8,1,0.7,0,8,1,3.0,8,ñkñkêº,8,1,2.36,8,1,47,8,1,17.4,8,1
1995/9/1 15:00:00,26.0,8,1,0,1,8,1,0.4,0,8,1,3.8,8,ñkñkìå,8,1,1.47,8,1,53,8,1,17.8,8,1
1995/9/1 16:00:00,25.7,8,1,0,1,8,1,0.9,0,8,1,2.2,8,ñkñkêº,8,1,1.60,8,1,53,8,1,17.6,8,1
1995/9/1 17:00:00,25.0,8,1,0,1,8,1,0.5,0,8,1,2.1,8,ñk,8,1,0.79,8,1,59,8,1,18.8,8,1
1995/9/1 18:00:00,23.8,8,1,0,1,8,1,0,1,8,1,0.9,8,ñkñkêº,8,1,0.15,8,1,63,8,1,18.6,8,1
1995/9/1 19:00:00,22.7,8,1,0,1,8,1,0,1,8,1,1.2,8,ìåìÏìå,8,1,0.00,8,1,68,8,1,18.6,8,1
1995/9/1 20:00:00,21.2,8,1,0,1,8,1,,,0,1,1.4,8,ìÏìå,8,1,,0,1,74,8,1,18.6,8,1
1995/9/1 21:00:00,20.5,8,1,0,1,8,1,,,0,1,1.4,8,ìÏìå,8,1,,0,1,75,8,1,18.1,8,1
1995/9/1 22:00:00,19.9,8,1,0,1,8,1,,,0,1,2.0,8,ìÏìÏìå,8,1,,0,1,76,8,1,17.7,8,1
1995/9/1 23:00:00,19.5,8,1,0,1,8,1,,,0,1,1.8,8,ìÏìÏìå,8,1,,0,1,78,8,1,17.7,8,1
1995/9/2 00:00:00,18.6,8,1,0,1,8,1,,,0,1,0.7,8,ìÏìÏêº,8,1,,0,1,84,8,1,17.9,8,1
