É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2015/06/15 02:34:20

,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR
1998/11/1 5:00:00,15.1,8,1,0,1,8,1,,,0,1,4.6,8,ìÏêº,8,1,,0,1,68,8,1,11.6,8,1
1998/11/1 6:00:00,15.5,8,1,0,1,8,1,,,0,1,3.5,8,ìÏêº,8,1,0.00,8,1,66,8,1,11.6,8,1
1998/11/1 7:00:00,15.7,8,1,0,1,8,1,0,1,8,1,3.8,8,ìÏìÏêº,8,1,0.02,8,1,65,8,1,11.6,8,1
1998/11/1 8:00:00,15.8,8,1,0,1,8,1,0,1,8,1,2.8,8,ìÏìÏêº,8,1,0.16,8,1,67,8,1,12.0,8,1
1998/11/1 9:00:00,16.2,8,1,0,1,8,1,0,1,8,1,2.9,8,ìÏêº,8,1,0.35,8,1,67,8,1,12.4,8,1
1998/11/1 10:00:00,18.1,8,1,0,1,8,1,0,1,8,1,3.4,8,ìÏìÏêº,8,1,0.60,8,1,59,8,1,12.3,8,1
1998/11/1 11:00:00,18.8,8,1,0.0,0,8,1,0.1,0,8,1,2.1,8,ìÏêº,8,1,0.79,8,1,60,8,1,13.0,8,1
1998/11/1 12:00:00,15.6,8,1,1.0,0,8,1,0,1,8,1,2.7,8,ñkêº,8,1,0.14,8,1,87,8,1,15.4,8,1
1998/11/1 13:00:00,16.4,8,1,0.0,0,8,1,0,1,8,1,2.8,8,ìÏ,8,1,0.24,8,1,87,8,1,16.2,8,1
1998/11/1 14:00:00,16.8,8,1,0,1,8,1,0,1,8,1,3.1,8,ìÏìÏìå,8,1,0.62,8,1,85,8,1,16.3,8,1
1998/11/1 15:00:00,16.2,8,1,0.0,0,8,1,0,1,8,1,3.0,8,ìÏìÏêº,8,1,0.14,8,1,87,8,1,16.0,8,1
1998/11/1 16:00:00,16.3,8,1,0.0,0,8,1,0,1,8,1,1.4,8,ìÏêº,8,1,0.29,8,1,86,8,1,16.0,8,1
1998/11/1 17:00:00,16.1,8,1,0.0,0,8,1,0,1,8,1,2.0,8,ñkñkìå,8,1,0.02,8,1,84,8,1,15.4,8,1
1998/11/1 18:00:00,14.6,8,1,3.0,0,8,1,,,0,1,4.4,8,ñkìå,8,1,0.00,8,1,81,8,1,13.5,8,1
1998/11/1 19:00:00,14.7,8,1,0.0,0,8,1,,,0,1,4.2,8,ñkìå,8,1,,0,1,75,8,1,12.5,8,1
1998/11/1 20:00:00,14.5,8,1,0.0,0,8,1,,,0,1,2.1,8,ìåìÏìå,8,1,,0,1,76,8,1,12.5,8,1
1998/11/1 21:00:00,13.4,8,1,0,1,8,1,,,0,1,0.3,8,ìå,8,1,,0,1,80,8,1,12.3,8,1
1998/11/1 22:00:00,12.2,8,1,0,1,8,1,,,0,1,1.1,8,êºìÏêº,8,1,,0,1,91,8,1,12.9,8,1
1998/11/1 23:00:00,12.0,8,1,0,1,8,1,,,0,1,1.2,8,êº,8,1,,0,1,89,8,1,12.5,8,1
1998/11/2 00:00:00,11.1,8,1,0,1,8,1,,,0,1,2.7,8,ìÏìÏêº,8,1,,0,1,94,8,1,12.4,8,1
